id,date,board_name,keyword,product_handle,visual_strategy,product_2_handle,generated_image_path
7001,2026-08-24,Banheiro organizado,bandeja redonda para banheiro moderno,bandeja-para-banheiro-lavabo-decorativa-redonda-decoracao,product_full_bleed,,public/pinterest/final/pin-7001.jpg
7002,2026-08-24,Banheiro organizado,bandeja retangular para lavabo chique,bandeja-para-banheiro-decorativa-retangular-decoracao,product_in_environment,,public/pinterest/final/pin-7002.jpg
7003,2026-08-24,Banheiro organizado,banheiro moderno,bandeja-para-banheiro-lavabo-decorativa-espelhada-oval-decoracao,environment_title_overlay,,public/pinterest/final/pin-7003.jpg
7004,2026-08-24,Banheiro organizado,bandeja espelhada para banheiro decorado,bandeja-para-banheiro-decorativa-espelhada-organizadora-decoracao,product_full_bleed,,public/pinterest/final/pin-7004.jpg
7005,2026-08-24,Banheiro organizado,bandejas organizadoras para banheiro,bandeja-para-banheiro-lavabo-decorativa-organizadora-decoracao,split_two_products,bandeja-decorativa-para-banheiro-organizadora-redonda-decoracao,public/pinterest/final/pin-7005.jpg
7006,2026-08-25,Relogios de parede,relógio de parede Verona Green para sala,relogio-de-parede-verona-green,product_full_bleed,,public/pinterest/final/pin-7006.jpg
7007,2026-08-25,Relogios de parede,relógio de parede Verona Grey decorativo,relogio-de-parede-verona-grey,product_in_environment,,public/pinterest/final/pin-7007.jpg
7008,2026-08-25,Relogios de parede,sala moderna,relogio-de-parede-lorenzzo-snow,environment_title_overlay,,public/pinterest/final/pin-7008.jpg
7009,2026-08-25,Relogios de parede,relógio de parede Milano Gray moderno,relogio-de-parede-milano-gray,product_full_bleed,,public/pinterest/final/pin-7009.jpg
7010,2026-08-25,Relogios de parede,relógios de parede Verona White e Bellagio Black,relogio-de-parede-verona-white,split_two_products,relogio-de-parede-para-cozinha-sala-grande-decorativo-sofisticado,public/pinterest/final/pin-7010.jpg
7011,2026-08-26,Iluminacao decorativa,lustre espiral dourado para sala de jantar,lustre-pendente-para-sala-quarto-cozinha-moderno-led-espiral-dourado,product_full_bleed,,public/pinterest/final/pin-7011.jpg
7012,2026-08-26,Iluminacao decorativa,lustre espiral preto para sala de jantar,lustre-pendente-para-sala-quarto-cozinha-moderno-led-espiral-preto,product_in_environment,,public/pinterest/final/pin-7012.jpg
7013,2026-08-26,Iluminacao decorativa,sala de jantar elegante,luminaria-de-teto-para-sala-quarto-cozinha-em-led-espiral-preta,environment_title_overlay,,public/pinterest/final/pin-7013.jpg
7014,2026-08-26,Iluminacao decorativa,luminária circular preta para sala,luminaria-de-teto-para-sala-quarto-cozinha-em-led-circular-preta,product_full_bleed,,public/pinterest/final/pin-7014.jpg
7015,2026-08-26,Iluminacao decorativa,arandelas quadradas branca e preta,arandela-de-parede-externa-interna-luminaria-led-quadrada-branca,split_two_products,arandela-de-parede-externa-interna-luminaria-led-quadrada-preta,public/pinterest/final/pin-7015.jpg
7016,2026-08-27,Sala sofisticada,vaso decorativo jarra para sala,vaso-decorativo-para-sala-jarra-decoracao,product_full_bleed,,public/pinterest/final/pin-7016.jpg
7017,2026-08-27,Sala sofisticada,vaso decorativo diamante para mesa,vaso-decorativo-para-sala-diamante-para-mesa-decoracao,product_in_environment,,public/pinterest/final/pin-7017.jpg
7018,2026-08-27,Sala sofisticada,sala decorada,vaso-decorativo-para-sala-de-ceramica-corpo-humano-decoracao,environment_title_overlay,,public/pinterest/final/pin-7018.jpg
7019,2026-08-27,Sala sofisticada,vaso decorativo cerâmica 2 em 1,vaso-decorativo-para-sala-de-ceramica-para-mesa-2-em-1-decoracao,product_full_bleed,,public/pinterest/final/pin-7019.jpg
7020,2026-08-27,Sala sofisticada,vasos rosquinha e espiral para sala,vaso-decorativo-para-sala-de-ceramica-rosquinha-2-pecas-decoracao,split_two_products,vaso-decorativo-para-sala-espiral-para-mesa-decoracao,public/pinterest/final/pin-7020.jpg
7021,2026-08-28,Sala sofisticada,escultura silêncio para sala sofisticada,escultura-decorativa-silencio-estatua-para-mesa-decoracao-para-sala,product_full_bleed,,public/pinterest/final/pin-7021.jpg
7022,2026-08-28,Sala sofisticada,escultura rosto de personagem decorativa,escultura-decorativa-rosto-de-personagem-decoracao-para-sala,product_in_environment,,public/pinterest/final/pin-7022.jpg
7023,2026-08-28,Sala sofisticada,sala sofisticada,escultura-decorativa-abstrata-mao-love-decoracao-para-sala,environment_title_overlay,,public/pinterest/final/pin-7023.jpg
7024,2026-08-28,Sala sofisticada,escultura beijo de amantes para sala,escultura-decorativa-beijo-de-amantes-estatueta-decoracao-para-sala,product_full_bleed,,public/pinterest/final/pin-7024.jpg
7025,2026-08-28,Sala sofisticada,esculturas caricatura e O Pensador,escultura-decorativa-para-mesa-caricatura-decoracao-para-sala,split_two_products,escultura-decorativa-o-pensador-estatueta-3-pecas-decoracao-para-sala,public/pinterest/final/pin-7025.jpg
7026,2026-08-29,Mesa posta elegante,cesto de vime rústico para mesa posta,cesto-de-vime-para-decoracao-organizador-rustico,product_full_bleed,,public/pinterest/final/pin-7026.jpg
7027,2026-08-29,Mesa posta elegante,cesto de vime redondo para mesa,cesto-de-vime-redondo-para-decoracao-organizador,product_in_environment,,public/pinterest/final/pin-7027.jpg
7028,2026-08-29,Mesa posta elegante,mesa posta elegante,cesto-de-palha-para-decoracao-organizador-rattan,environment_title_overlay,,public/pinterest/final/pin-7028.jpg
7029,2026-08-29,Mesa posta elegante,organizador de utensílios de cozinha,organizador-de-utensilios-de-cozinha-decoracao,product_full_bleed,,public/pinterest/final/pin-7029.jpg
7030,2026-08-29,Mesa posta elegante,potes herméticos e escorredor de talheres,potes-hermeticos-organizadores-de-plastico-decoracao-cozinha,split_two_products,escorredor-de-talheres-organizador-de-cozinha-decoracao,public/pinterest/final/pin-7030.jpg
7031,2026-08-30,Quarto decorado,relógio de mesa mini marrom para quarto,relogio-de-mesa-digital-despertador-mini-marrom,product_full_bleed,,public/pinterest/final/pin-7031.jpg
7032,2026-08-30,Quarto decorado,relógio de mesa mini preto para cabeceira,relogio-de-mesa-digital-despertador-mini-preto,product_in_environment,,public/pinterest/final/pin-7032.jpg
7033,2026-08-30,Quarto decorado,quarto aconchegante,relogio-de-mesa-digital-cabeceira-despertador-branco,environment_title_overlay,,public/pinterest/final/pin-7033.jpg
7034,2026-08-30,Quarto decorado,relógio de mesa moderno preto,relogio-de-mesa-digital-despertador-moderno-preto,product_full_bleed,,public/pinterest/final/pin-7034.jpg
7035,2026-08-30,Quarto decorado,relógios de mesa cabeceira branco e preto,relogio-de-mesa-digital-despertador-cabeceira-branco,split_two_products,relogio-de-mesa-digital-despertador-cabeceira-preto,public/pinterest/final/pin-7035.jpg
